Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4271,483,Leaves,2016,6,30,182,2457570,7,2016,10,20,294,2457682,14,12,113,1,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,3218,498,Colored leaves,2016,10,6,280,2457668,7,2016,10,6,280,2457668,1,1,1,0,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,3218,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,3,308,2457696,2,3,22,1,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4265,498,Colored leaves,2016,9,22,266,2457654,7,2016,9,22,266,2457654,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4265,498,Colored leaves,2016,10,6,280,2457668,7,2016,10,6,280,2457668,1,1,1,0,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4265,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,3,308,2457696,2,3,22,1,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4271,498,Colored leaves,2016,9,8,252,2457640,7,2016,9,8,252,2457640,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4271,498,Colored leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,74,Fraxinus,americana,white ash,Plantae,4271,498,Colored leaves,2016,10,13,287,2457675,6,2016,10,20,294,2457682,14,2,8,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,371,Breaking leaf buds,2016,3,31,91,2457479,7,2016,4,28,119,2457507,2,7,29,1,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,371,Breaking leaf buds,2016,4,21,112,2457500,4,2016,4,21,112,2457500,7,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,371,Breaking leaf buds,2016,4,14,105,2457493,6,2016,4,28,119,2457507,2,3,15,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,371,Breaking leaf buds,2016,5,5,126,2457514,5,2016,5,5,126,2457514,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,371,Breaking leaf buds,2016,4,21,112,2457500,4,2016,4,21,112,2457500,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,371,Breaking leaf buds,2016,5,11,132,2457520,6,2016,5,11,132,2457520,1,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,467,Increasing leaf size,2016,4,21,112,2457500,4,2016,5,12,133,2457521,7,6,22,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,467,Increasing leaf size,2016,5,22,143,2457531,3,2016,5,22,143,2457531,4,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,467,Increasing leaf size,2016,6,30,182,2457570,7,2016,8,24,237,2457625,1,2,56,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,467,Increasing leaf size,2016,4,28,119,2457507,7,2016,5,5,126,2457514,6,3,8,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,467,Increasing leaf size,2016,5,12,133,2457521,1,2016,5,12,133,2457521,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,467,Increasing leaf size,2016,6,30,182,2457570,7,2016,8,24,237,2457625,1,2,56,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,467,Increasing leaf size,2016,9,8,252,2457640,7,2016,9,8,252,2457640,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,467,Increasing leaf size,2016,4,28,119,2457507,7,2016,5,5,126,2457514,7,3,8,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,467,Increasing leaf size,2016,8,24,237,2457625,55,2016,8,24,237,2457625,1,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,467,Increasing leaf size,2016,4,21,112,2457500,4,2016,5,12,133,2457521,7,6,22,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,467,Increasing leaf size,2016,6,30,182,2457570,7,2016,6,30,182,2457570,55,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,467,Increasing leaf size,2016,9,8,252,2457640,7,2016,9,8,252,2457640,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,471,Falling leaves,2016,9,15,259,2457647,7,2016,10,6,280,2457668,1,4,22,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,3,308,2457696,2,3,22,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,471,Falling leaves,2016,11,10,315,2457703,5,2016,11,17,322,2457710,14,2,8,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,471,Falling leaves,2016,12,8,343,2457731,7,2016,12,8,343,2457731,14,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,471,Falling leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,10,315,2457703,7,4,29,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,471,Falling leaves,2016,10,6,280,2457668,7,2016,11,17,322,2457710,14,6,43,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,471,Falling leaves,2016,12,8,343,2457731,7,2016,12,8,343,2457731,14,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,471,Falling leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,471,Falling leaves,2016,10,13,287,2457675,6,2016,12,8,343,2457731,14,8,57,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7,14,57,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,483,Leaves,2016,6,30,182,2457570,7,2016,11,3,308,2457696,2,13,127,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,483,Leaves,2016,11,10,315,2457703,5,2016,11,17,322,2457710,14,2,8,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,483,Leaves,2016,12,8,343,2457731,7,2016,12,8,343,2457731,14,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7,14,57,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,483,Leaves,2016,6,30,182,2457570,7,2016,6,30,182,2457570,55,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,483,Leaves,2016,8,25,238,2457626,1,2016,11,10,315,2457703,7,12,78,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,483,Leaves,2016,4,21,112,2457500,7,2016,6,16,168,2457556,7,13,57,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14,14,141,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,483,Leaves,2016,12,8,343,2457731,7,2016,12,8,343,2457731,14,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7,14,57,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,483,Leaves,2016,6,30,182,2457570,7,2016,6,30,182,2457570,55,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,483,Leaves,2016,8,25,238,2457626,1,2016,12,8,343,2457731,14,16,106,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,498,Colored leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,498,Colored leaves,2016,12,8,343,2457731,7,2016,12,8,343,2457731,14,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,498,Colored leaves,2016,9,8,252,2457640,7,2016,10,6,280,2457668,1,5,29,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,10,315,2457703,7,4,29,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,498,Colored leaves,2016,9,1,245,2457633,7,2016,11,17,322,2457710,14,11,78,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,498,Colored leaves,2016,12,8,343,2457731,7,2016,12,8,343,2457731,14,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,498,Colored leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,498,Colored leaves,2016,10,13,287,2457675,6,2016,12,8,343,2457731,14,8,57,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,371,Breaking leaf buds,2016,4,17,108,2457496,3,2016,4,28,119,2457507,2,3,12,1,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,371,Breaking leaf buds,2016,4,21,112,2457500,4,2016,4,28,119,2457507,2,2,8,1,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,371,Breaking leaf buds,2016,4,17,108,2457496,3,2016,4,28,119,2457507,2,3,12,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,371,Breaking leaf buds,2016,5,5,126,2457514,5,2016,5,5,126,2457514,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,371,Breaking leaf buds,2016,4,17,108,2457496,3,2016,4,21,112,2457500,7,2,5,1,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,371,Breaking leaf buds,2016,4,21,112,2457500,4,2016,4,28,119,2457507,2,2,8,1,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,467,Increasing leaf size,2016,4,28,119,2457507,7,2016,5,12,133,2457521,7,5,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,467,Increasing leaf size,2016,6,30,182,2457570,7,2016,8,24,237,2457625,1,2,56,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,467,Increasing leaf size,2016,4,28,119,2457507,7,2016,5,12,133,2457521,7,5,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,467,Increasing leaf size,2016,5,22,143,2457531,3,2016,5,22,143,2457531,4,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,467,Increasing leaf size,2016,6,30,182,2457570,7,2016,8,24,237,2457625,1,2,56,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,467,Increasing leaf size,2016,4,21,112,2457500,4,2016,5,12,133,2457521,7,5,22,1,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,467,Increasing leaf size,2016,4,21,112,2457500,4,2016,5,12,133,2457521,7,5,22,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,467,Increasing leaf size,2016,9,8,252,2457640,7,2016,9,8,252,2457640,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,467,Increasing leaf size,2016,4,21,112,2457500,4,2016,5,12,133,2457521,7,6,22,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,467,Increasing leaf size,2016,6,16,168,2457556,7,2016,6,16,168,2457556,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,467,Increasing leaf size,2016,6,30,182,2457570,7,2016,8,24,237,2457625,1,2,56,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,471,Falling leaves,2016,9,8,252,2457640,7,2016,9,22,266,2457654,7,3,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,3,308,2457696,2,3,22,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,471,Falling leaves,2016,11,10,315,2457703,5,2016,11,17,322,2457710,14,2,8,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,471,Falling leaves,2016,9,22,266,2457654,7,2016,9,22,266,2457654,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,5,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,471,Falling leaves,2016,9,15,259,2457647,7,2016,9,29,273,2457661,7,3,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,471,Falling leaves,2016,9,22,266,2457654,7,2016,9,29,273,2457661,7,2,8,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,471,Falling leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,471,Falling leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,483,Leaves,2016,4,28,119,2457507,7,2016,6,16,168,2457556,7,13,50,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14,15,141,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,483,Leaves,2016,4,28,119,2457507,7,2016,6,16,168,2457556,7,13,50,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14,15,141,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7,13,57,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14,15,141,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7,13,57,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14,15,141,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,483,Leaves,2016,4,21,112,2457500,4,2016,5,5,126,2457514,6,4,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,483,Leaves,2016,5,12,133,2457521,1,2016,6,16,168,2457556,7,9,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14,16,141,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,498,Colored leaves,2016,9,22,266,2457654,7,2016,9,22,266,2457654,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,498,Colored leaves,2016,8,25,238,2457626,1,2016,8,25,238,2457626,7,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,498,Colored leaves,2016,9,22,266,2457654,7,2016,11,17,322,2457710,14,9,57,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,498,Colored leaves,2016,9,15,259,2457647,7,2016,9,22,266,2457654,7,2,8,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,498,Colored leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,498,Colored leaves,2016,9,22,266,2457654,7,2016,10,6,280,2457668,1,3,15,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,498,Colored leaves,2016,10,13,287,2457675,6,2016,11,17,322,2457710,14,6,36,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,371,Breaking leaf buds,2016,4,19,110,2457498,2,2016,5,1,122,2457510,4,6,13,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,371,Breaking leaf buds,2016,5,8,129,2457517,3,2016,5,8,129,2457517,2,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,371,Breaking leaf buds,2016,5,11,132,2457520,1,2016,5,11,132,2457520,4,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,4,26,117,2457505,4,2016,4,29,120,2457508,2,2,4,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,5,3,124,2457512,2,2016,5,21,142,2457530,4,10,19,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,5,31,152,2457540,5,2016,5,31,152,2457540,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,6,5,157,2457545,2,2016,6,5,157,2457545,2,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,6,12,164,2457552,3,2016,6,12,164,2457552,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,6,17,169,2457557,1,2016,6,19,171,2457559,3,2,3,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,7,4,186,2457574,3,2016,7,4,186,2457574,8,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2016,7,17,199,2457587,4,2016,7,17,199,2457587,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,471,Falling leaves,2016,10,8,282,2457670,3,2016,10,11,285,2457673,3,2,4,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,471,Falling leaves,2016,10,16,290,2457678,2,2016,10,18,292,2457680,2,2,3,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,471,Falling leaves,2016,10,23,297,2457685,1,2016,10,23,297,2457685,1,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,471,Falling leaves,2016,10,27,301,2457689,3,2016,10,31,305,2457693,2,3,5,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,471,Falling leaves,2016,11,7,312,2457700,2,2016,11,7,312,2457700,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,483,Leaves,2016,4,26,117,2457505,4,2016,10,1,275,2457663,3,55,159,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,483,Leaves,2016,10,5,279,2457667,1,2016,10,11,285,2457673,3,3,7,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,483,Leaves,2016,10,16,290,2457678,2,2016,10,23,297,2457685,1,5,8,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,483,Leaves,2016,10,27,301,2457689,3,2016,10,30,304,2457692,1,2,4,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,498,Colored leaves,2016,9,17,261,2457649,4,2016,9,17,261,2457649,4,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,498,Colored leaves,2016,9,22,266,2457654,1,2016,9,22,266,2457654,5,1,1,0,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,498,Colored leaves,2016,9,28,272,2457660,1,2016,10,1,275,2457663,3,3,4,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,498,Colored leaves,2016,10,5,279,2457667,1,2016,10,30,304,2457692,1,14,26,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,371,Breaking leaf buds,2016,4,13,104,2457492,3,2016,4,15,106,2457494,2,2,3,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,371,Breaking leaf buds,2016,4,21,112,2457500,2,2016,4,22,113,2457501,4,2,2,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,371,Breaking leaf buds,2016,4,13,104,2457492,3,2016,4,15,106,2457494,2,2,3,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,371,Breaking leaf buds,2016,4,21,112,2457500,2,2016,4,26,117,2457505,3,3,6,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,4,22,113,2457501,1,2016,5,17,138,2457526,2,11,26,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,5,21,142,2457530,1,2016,5,24,145,2457533,1,2,4,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,5,31,152,2457540,5,2016,5,31,152,2457540,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,6,12,164,2457552,3,2016,6,12,164,2457552,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,6,17,169,2457557,1,2016,6,17,169,2457557,2,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,7,4,186,2457574,3,2016,7,4,186,2457574,8,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,467,Increasing leaf size,2016,7,17,199,2457587,4,2016,7,17,199,2457587,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,4,22,113,2457501,1,2016,5,17,138,2457526,2,11,26,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,5,20,141,2457529,1,2016,5,24,145,2457533,1,3,5,1,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,5,31,152,2457540,5,2016,5,31,152,2457540,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,6,12,164,2457552,3,2016,6,12,164,2457552,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,6,17,169,2457557,1,2016,6,17,169,2457557,2,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,7,4,186,2457574,3,2016,7,4,186,2457574,8,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,467,Increasing leaf size,2016,7,17,199,2457587,4,2016,7,17,199,2457587,3,1,1,0,1
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,471,Falling leaves,2016,9,13,257,2457645,5,2016,9,13,257,2457645,4,1,1,0,1
